,fan_in,fan_out,loc,cyclomatic_complexity,num_parameters,cluster,pca1,pca2
JobConf.deleteLocalFiles,5,3,6,2,1,0,-0.39781914053003564,-0.41182734991748976
JobConf.getLocalPath,13,8,3,1,1,0,-0.6864311410592563,-0.2646732650289831
JobConf.setInputPath,33,2,4,1,1,0,-0.7065106803441624,-0.20336187591297253
JobConf.addInputPath,5,4,5,1,1,0,-0.6435111299611576,-0.3829449560346551
JobConf.getInputPaths,6,3,9,2,0,0,-0.4667508707908257,-0.10875192446368402
JobConf.getUser,2,2,3,1,0,0,-0.8970395627158974,-0.12333545650434106
JobConf.setUser,1,1,3,1,1,0,-0.732506742157524,-0.4479144616739955
JobConf.setKeepFailedTaskFiles,0,1,3,1,1,0,-0.7320138050767618,-0.4552111997708102
JobConf.getKeepFailedTaskFiles,3,1,3,1,0,0,-0.9049597635205756,-0.12970733833370288
JobConf.setKeepTaskFilesPattern,1,1,3,1,1,0,-0.732506742157524,-0.4479144616739955
JobConf.getKeepTaskFilesPattern,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setWorkingDirectory,9,5,4,1,1,0,-0.672398399234123,-0.3374777304579957
JobConf.getWorkingDirectory,12,4,14,3,0,0,-0.07179083770111153,-0.07696326296617344
JobConf.getOutputPath,9,1,4,1,0,0,-0.8735746013313151,-0.08853856301603873
JobConf.setOutputPath,32,2,4,1,1,0,-0.7060177432634004,-0.21065861400978722
JobConf.getInputFormat,4,2,6,1,0,0,-0.7949970828559221,-0.11657694010038376
JobConf.setInputFormat,25,1,3,1,1,0,-0.7443372320958148,-0.2727927473504427
JobConf.getOutputFormat,2,2,6,1,0,0,-0.7940112086943979,-0.1311704162940132
JobConf.setOutputFormat,16,1,3,1,1,0,-0.7399007983689557,-0.338463390221775
JobConf.getInputKeyClass,0,1,4,1,0,0,-0.8691381676044562,-0.15420920588737105
JobConf.setInputKeyClass,13,1,3,1,1,0,-0.7384219871266694,-0.3603536045122191
JobConf.getInputValueClass,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setInputValueClass,12,1,3,1,1,0,-0.7379290500459073,-0.3676503426090338
JobConf.setCompressMapOutput,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
JobConf.getCompressMapOutput,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setMapOutputCompressionType,0,2,3,1,1,0,-0.7245865413528457,-0.44154257984463363
JobConf.getMapOutputCompressionType,1,3,8,2,0,0,-0.4986289700608483,-0.14262396168453348
JobConf.setMapOutputCompressorClass,0,2,5,1,1,0,-0.6559009720051794,-0.4467658863710817
JobConf.getMapOutputCompressorClass,1,2,13,3,1,0,0.055901305267133744,-0.4855666157669275
JobConf.getMapOutputKeyClass,5,2,8,2,0,0,-0.508027982107813,-0.12710562922345123
JobConf.setMapOutputKeyClass,1,1,4,1,1,0,-0.6981639574836908,-0.45052611493721956
JobConf.getMapOutputValueClass,5,2,8,2,0,0,-0.508027982107813,-0.12710562922345123
JobConf.setMapOutputValueClass,1,1,3,1,1,0,-0.732506742157524,-0.4479144616739955
JobConf.getOutputKeyClass,2,1,4,1,0,0,-0.8701240417659803,-0.13961572969374167
JobConf.setOutputKeyClass,29,1,3,1,1,0,-0.7463089804188633,-0.24360579496318382
JobConf.getOutputKeyComparator,1,4,7,2,0,0,-0.5255444910107653,-0.1263436884951328
JobConf.setOutputKeyComparatorClass,2,1,4,1,1,0,-0.6986568945644529,-0.4432293768404049
JobConf.getOutputValueClass,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
JobConf.setOutputValueClass,30,1,3,1,1,0,-0.7468019174996254,-0.23630905686636913
JobConf.getMapperClass,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setMapperClass,31,1,3,1,1,0,-0.7472948545803876,-0.22901231876955444
JobConf.getMapRunnerClass,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
JobConf.setMapRunnerClass,0,1,3,1,1,0,-0.7320138050767618,-0.4552111997708102
JobConf.getPartitionerClass,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
JobConf.setPartitionerClass,0,1,3,1,1,0,-0.7320138050767618,-0.4552111997708102
JobConf.getReducerClass,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
JobConf.setReducerClass,30,1,3,1,1,0,-0.7468019174996254,-0.23630905686636913
JobConf.getCombinerClass,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setCombinerClass,8,1,3,1,1,0,-0.7359573017228588,-0.3968372949962926
JobConf.getSpeculativeExecution,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
JobConf.setSpeculativeExecution,7,1,3,1,1,0,-0.7354643646420966,-0.4041340330931073
JobConf.getNumMapTasks,1,1,1,1,0,0,-0.9726594587067177,-0.13907750800088411
JobConf.setNumMapTasks,15,1,1,1,1,0,-0.8080934306358599,-0.34053682179214156
JobConf.getNumReduceTasks,2,1,1,1,0,0,-0.9731523957874798,-0.13178076990406948
JobConf.setNumReduceTasks,28,1,1,1,1,0,-0.8145016126857675,-0.24567922653355043
JobConf.getJobName,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobConf.setJobName,16,1,3,1,1,0,-0.7399007983689557,-0.338463390221775
JobConf.findContainingJar,1,13,21,5,1,0,0.8498964205832867,-0.38130926407164556
JobHistory.init,12,44,20,5,0,0,0.8689093562609441,0.42890737311467747
JobHistory.parseHistory,2,6,13,3,2,2,0.2565845702835637,-0.7272090451120696
JobHistory.parseLine,1,11,19,2,2,2,0.28149406554570067,-0.6692304824639118
JobHistory.log,22,8,4,1,4,2,-0.14212334850769986,-1.1124552168608643
JobHistory.log,22,8,14,2,4,2,0.42008096671183676,-1.151173870186539
JobHistory.isDisableHistory,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobHistory.setDisableHistory,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
KeyValuePair.get,438,11,4,1,1,3,-0.8393048245375755,2.874834632632571
KeyValuePair.getInt,46,2,7,2,1,0,-0.39111403989136556,-0.12894136113748753
KeyValuePair.getLong,12,2,7,2,1,0,-0.3743541791454535,-0.3770304564291874
KeyValuePair.set,169,22,3,1,2,0,-0.4878804863217932,0.7613649098939197
KeyValuePair.set,169,22,3,1,1,0,-0.6593476335233206,1.064978557040583
KeyValuePair.handle,6,8,3,1,1,0,-0.6829805814939214,-0.315750431706686
KeyValuePair.getValues,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
JobInfo.getAllTasks,2,0,1,1,0,0,-0.980579659511396,-0.1454493898302461
JobInfo.logSubmitted,0,4,26,3,5,2,1.203573559361669,-1.7139321950199546
JobInfo.logStarted,7,4,19,3,4,2,0.7882563598779746,-1.34095980835302
JobInfo.logFinished,5,7,26,3,6,2,1.3948578123311344,-1.9400562919040145
JobInfo.logFailed,6,6,20,3,4,2,0.8379466090804022,-1.3235309598607057
Task.logStarted,7,4,9,3,4,2,0.444828513139643,-1.3148432757207795
Task.logFinished,5,7,10,3,4,2,0.5024389631467489,-1.2910425453991032
Task.logFailed,6,6,10,3,5,2,0.6659859095435979,-1.6010280743751282
Task.getTaskAttempts,4,0,3,1,0,0,-0.912879964325254,-0.13607922016306476
MapAttempt.logStarted,7,4,12,3,5,2,0.7193240143626698,-1.6262918826571149
MapAttempt.logFinished,5,7,12,3,5,2,0.7425916796959426,-1.5998794990722145
MapAttempt.logFailed,6,6,12,3,6,2,0.9061386260927918,-1.9098650280482397
ReduceAttempt.logStarted,7,4,12,3,5,2,0.7193240143626698,-1.6262918826571149
ReduceAttempt.logFinished,5,7,13,3,7,2,1.1198687587728307,-2.209718446628765
ReduceAttempt.logFailed,6,6,12,3,6,2,0.9061386260927918,-1.9098650280482397
HistoryCleaner.run,16,267,74,13,0,1,6.127939538607832,3.264350327277743
JobInProgress.initTasks,1,17,87,11,0,4,4.287420927637642,-0.27100297675366775
JobInProgress.getProfile,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
JobInProgress.getStatus,14,8,3,1,0,0,-0.8583912253415458,0.046237120214494845
JobInProgress.getStartTime,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
JobInProgress.getFinishTime,6,0,3,1,0,0,-0.9138658384867782,-0.12148574396943539
JobInProgress.desiredMaps,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
JobInProgress.finishedMaps,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
JobInProgress.desiredReduces,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
JobInProgress.runningMaps,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobInProgress.runningReduces,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobInProgress.finishedReduces,1,0,3,1,0,0,-0.9114011530829675,-0.15796943445350883
JobInProgress.getMapTasks,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobInProgress.getReduceTasks,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobInProgress.getJobConf,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobInProgress.reportTasksInProgress,4,2,15,4,2,2,0.513351679055246,-0.7851154758430287
JobInProgress.updateTaskStatus,2,16,41,8,3,2,2.557804667997606,-1.0302733878344106
JobInProgress.obtainNewMapTask,1,13,21,4,2,2,0.8025870993036092,-0.6723207905248747
JobInProgress.obtainNewReduceTask,1,11,21,4,2,2,0.7877325718557768,-0.6996580303772278
JobInProgress.findNewTask,2,14,66,19,5,4,6.1509952050919114,-1.8687525811884655
JobInProgress.completedTask,1,25,83,12,3,4,4.942645808819426,-1.0746504664247825
JobInProgress.kill,8,11,20,4,0,0,0.407004933213554,-0.038741916142974495
JobInProgress.failedTask,3,20,62,10,6,2,4.260173642529997,-1.9591920713874524
JobInProgress.failedTask,3,20,13,1,7,2,0.7798561243828551,-2.0214156223952306
JobInProgress.garbageCollect,2,6,26,4,0,0,0.5788829451215449,-0.16653536393409
JobInProgress.getTaskInProgress,2,2,13,5,1,0,0.4929613051487814,-0.5034741190569809
JobInProgress.findFinishedMap,1,3,12,4,1,0,0.24776225279842173,-0.4818884632709609
JobProfile.getUser,2,2,3,1,0,0,-0.8970395627158974,-0.12333545650434106
JobProfile.getJobId,40,0,3,1,0,0,-0.9306256992326902,0.12660335132226452
JobProfile.getJobFile,9,1,3,1,0,0,-0.9079173860051484,-0.08592690975281468
JobProfile.getURL,2,1,7,2,0,0,-0.5483192192632759,-0.1600528101768479
JobProfile.getJobName,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
JobProfile.write,361,66,7,1,1,3,-0.28982081048200353,3.0569249353278787
JobProfile.readFields,59,31,7,1,1,0,-0.40090804242890926,0.3749083326736585
JobStatus.getJobId,40,0,1,1,0,0,-0.9993112685803566,0.13182665784871264
JobStatus.mapProgress,6,2,1,1,0,0,-0.9676968803866122,-0.0889251975906341
JobStatus.setMapProgress,5,2,4,1,1,0,-0.6927084420828231,-0.4076705426237842
JobStatus.reduceProgress,6,2,1,1,0,0,-0.9676968803866122,-0.0889251975906341
JobStatus.setReduceProgress,5,2,3,1,1,0,-0.7270512267566562,-0.40505888936056017
JobStatus.getRunState,30,0,1,1,0,0,-0.9943818977727353,0.058859276880565595
JobStatus.setRunState,6,0,3,1,1,0,-0.7423986912852507,-0.4250993911160986
JobStatus.setStartTime,2,0,1,1,1,0,-0.8091125123098686,-0.44906303697690936
JobStatus.getStartTime,5,0,1,1,0,0,-0.9820584707536824,-0.12355917553980199
JobStatus.setUsername,1,0,1,1,1,0,-0.8086195752291064,-0.456359775073724
JobStatus.getUsername,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
JobStatus.write,361,66,8,1,1,3,-0.25547802580817036,3.0543132820646544
JobStatus.readFields,59,31,8,1,1,0,-0.3665652577550761,0.3722966794104344
JobTracker.startTracker,2,4,19,6,1,0,0.9326490091208178,-0.5044089194774061
JobTracker.getTracker,4,0,3,1,0,0,-0.912879964325254,-0.13607922016306476
JobTracker.stopTracker,2,1,7,2,0,0,-0.5483192192632759,-0.1600528101768479
JobTracker.getProtocolVersion,1,2,7,2,2,0,-0.1974647240555427,-0.7609082226408124
JobTracker.getAddress,1,4,11,2,1,0,-0.21670620511390518,-0.4404039486946923
JobTracker.offerService,3,38,7,2,0,0,-0.27400339855913985,0.3529828651885004
JobTracker.close,348,64,54,12,0,3,3.5509177298819568,2.976972716364293
JobTracker.createTaskEntry,1,5,17,2,3,2,0.3397120610560648,-1.0496325426411863
JobTracker.removeTaskEntry,1,2,13,2,1,0,-0.16287516321407117,-0.4729644950734935
JobTracker.getTotalSubmissions,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobTracker.getJobTrackerMachine,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobTracker.getTrackerPort,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
JobTracker.getInfoPort,3,0,3,1,0,0,-0.9123870272444918,-0.1433759582598795
JobTracker.getStartTime,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
JobTracker.runningJobs,0,7,11,3,0,0,-0.14662215558171707,-0.11568330055974795
JobTracker.failedJobs,0,7,11,3,0,0,-0.14662215558171707,-0.11568330055974795
JobTracker.completedJobs,0,7,11,3,0,0,-0.14662215558171707,-0.11568330055974795
JobTracker.taskTrackers,0,1,5,1,0,0,-0.8347953829306229,-0.15682085915059515
JobTracker.getTaskTracker,4,1,5,1,1,0,-0.665299984052144,-0.4312475539099995
JobTracker.updateTaskTrackerStatus,2,5,17,4,2,2,0.6053049137361851,-0.7639263987845765
JobTracker.emitHeartbeat,1,10,32,5,2,2,1.3768524080252305,-0.754656956892303
JobTracker.pollForNewTask,1,22,138,18,1,4,7.778941691192677,-0.7276826855479128
JobTracker.pollForTaskWithClosedJob,1,8,20,4,1,0,0.5596408488086678,-0.43443858974587046
JobTracker.locateMapOutputs,1,9,21,3,3,2,0.725568723128267,-1.0180067966828104
JobTracker.getFilesystemName,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
JobTracker.reportTaskTrackerError,1,1,3,1,3,2,-0.3895724477544692,-1.055141755967322
JobTracker.submitJob,8,42,16,1,1,0,0.01501671171753525,0.12962462955503454
JobTracker.getClusterStatus,6,2,8,1,0,0,-0.72729738766978,-0.10720677043320252
JobTracker.killJob,6,4,4,1,1,0,-0.6783468517157529,-0.3730365646746164
JobTracker.getJobProfile,0,2,8,2,1,0,-0.3340961495024749,-0.4672029668541879
JobTracker.getJobStatus,2,2,8,2,1,0,-0.33508202366399914,-0.4526094906605586
JobTracker.getMapTaskReports,0,9,19,4,1,0,0.533218264939513,-0.42545505465328454
JobTracker.getReduceTaskReports,0,9,19,4,1,0,0.533218264939513,-0.42545505465328454
JobTracker.getTaskDiagnostics,0,3,11,3,3,2,0.3380702311272005,-1.0811987217044439
JobTracker.getTaskStatuses,2,6,11,3,2,0,0.18789900093589737,-0.7219857385856215
JobTracker.getAssignedTracker,1,1,3,1,1,0,-0.732506742157524,-0.4479144616739955
JobTracker.jobsToComplete,1,15,14,4,0,0,0.23410783963155463,-0.01947468353662683
JobTracker.getJob,9,2,3,1,1,0,-0.7290229750797047,-0.37587193697330135
JobTracker.createUniqueId,0,1,3,1,0,0,-0.9034809522782893,-0.15159755262414695
JobTracker.updateTaskStatuses,1,11,14,3,1,0,0.1570894634562124,-0.36516068969456233
JobTracker.lostTaskTracker,2,12,24,6,2,2,1.3352481894828403,-0.7117318735307768
JobTracker.main,3,187,14,3,1,1,1.4633020047039338,2.0551098935061454
ExpireLaunchingTasks.run,16,267,53,8,0,1,4.31285871805131,3.3822056492726182
ExpireLaunchingTasks.addNewTask,2,2,6,1,1,0,-0.6225440614928704,-0.43478406344067644
ExpireLaunchingTasks.removeTask,1,1,5,1,1,0,-0.6638211728098576,-0.45313776820044366
ExpireLaunchingTasks.stop,19,5,3,1,0,0,-0.883137701917105,0.0417149509200387
ExpireTrackers.run,16,267,50,8,0,1,4.209830364029811,3.3900406090622908
ExpireTrackers.stopTracker,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
RetireJobs.run,16,267,32,8,0,1,3.591660239900814,3.4370503678003237
JobInitThread.run,16,267,23,6,0,1,2.8450222408739054,3.4857594885562078
JobTrackerMetrics.launchMap,2,1,4,1,0,0,-0.8701240417659803,-0.13961572969374167
JobTrackerMetrics.completeMap,2,1,4,1,0,0,-0.8701240417659803,-0.13961572969374167
JobTrackerMetrics.launchReduce,2,1,4,1,0,0,-0.8701240417659803,-0.13961572969374167
JobTrackerMetrics.completeReduce,2,1,4,1,0,0,-0.8701240417659803,-0.13961572969374167
JobTrackerMetrics.submitJob,8,42,4,1,0,0,-0.5685638515699902,0.46457811586038644
JobTrackerMetrics.completeJob,1,1,4,1,0,0,-0.8696311046852182,-0.1469124677905563
LocalJobRunner.getProtocolVersion,1,2,3,1,2,0,-0.5536123312320804,-0.7378594888944822
LocalJobRunner.submitJob,8,42,3,1,1,0,-0.43143948904229595,0.1635761219769473
LocalJobRunner.killJob,6,4,3,1,1,0,-0.712689636389586,-0.37042491141139233
LocalJobRunner.getJobProfile,0,2,4,1,1,0,-0.6902437566790125,-0.4441542331078577
LocalJobRunner.getMapTaskReports,0,9,3,1,1,0,-0.6725956952854325,-0.3458622403613976
LocalJobRunner.getReduceTaskReports,0,9,3,1,1,0,-0.6725956952854325,-0.3458622403613976
LocalJobRunner.getJobStatus,2,2,4,1,1,0,-0.6912296308405368,-0.42956075691422835
LocalJobRunner.getFilesystemName,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
LocalJobRunner.getClusterStatus,6,2,3,1,0,0,-0.8990113110389458,-0.09414850411708224
LocalJobRunner.jobsToComplete,1,15,1,1,0,0,-0.8686777665718913,0.05228317096558795
Job.getProtocolVersion,1,2,3,1,2,0,-0.5536123312320804,-0.7378594888944822
Job.getProfile,5,0,3,1,0,0,-0.9133729014060161,-0.12878248206625012
Job.run,16,267,69,7,0,1,4.643566804351436,3.353021317754467
Job.newId,2,3,3,1,0,0,-0.8896122989919812,-0.10966683657816449
Job.getTask,26,5,1,1,1,0,-0.7838066836285786,-0.20559822302247346
Job.progress,5,10,12,2,4,2,0.3746298551849588,-1.2426578714535876
Job.reportDiagnosticInfo,8,5,3,1,2,0,-0.5347810996256668,-0.6457764624382494
Job.ping,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
Job.done,5,17,8,2,1,0,-0.22515187904754294,-0.22568997747746575
Job.fsError,2,2,3,1,1,0,-0.7255724155143699,-0.4269491036510043
MapFileOutputFormat.getRecordWriter,2,22,23,1,4,2,0.624229994045199,-1.1166507118319433
MapFileOutputFormat.getReaders,0,4,12,2,3,2,0.16106381104374495,-1.0575396343480574
MapFileOutputFormat.getEntry,0,2,4,1,4,2,-0.1758423150744302,-1.3549951745478472
MapOutputFile.getOutputFile,4,1,3,1,2,0,-0.562518406198283,-0.7296378945302145
MapOutputFile.getInputFile,3,1,4,1,2,0,-0.5276826844436877,-0.7395462858902533
MapOutputFile.removeAll,6,1,3,1,1,0,-0.7349714275613346,-0.41143077118992205
MapOutputFile.cleanupStorage,2,1,3,1,0,0,-0.9044668264398136,-0.13700407643051762
MapOutputFile.setConf,19,5,7,2,1,0,-0.35552294753903985,-0.28494742997295475
MapOutputLocation.getMapTaskId,3,0,1,1,0,0,-0.9810725965921582,-0.13815265173343136
MapOutputLocation.getMapId,5,1,3,1,0,0,-0.9059456376820999,-0.1151138621400735
MapOutputLocation.getHost,27,7,1,1,0,0,-0.9409122404630358,0.1326494020733576
MapOutputLocation.getPort,6,1,1,1,0,0,-0.9751241441105283,-0.10259381751681067
MapOutputLocation.write,361,66,6,1,1,3,-0.3241635951558367,3.0595365885911026
MapOutputLocation.readFields,59,31,6,1,1,0,-0.4352508271027424,0.3775199859368825
MapOutputLocation.toString,437,49,4,1,0,3,-0.7280430131495264,3.69055909887713
MapOutputLocation.getFile,14,22,55,9,5,2,3.6389627536898814,-1.517093371787472
MapReduceBase.close,348,64,2,1,0,3,-0.6414482264506216,3.251402013679718
MapReduceBase.configure,3,56,2,1,1,0,-0.3593358961774922,0.3210647637225699
MapRunner.configure,3,56,5,1,1,0,-0.25630754215599266,0.31322980393289773
MapRunner.run,16,267,14,2,3,1,2.17523274648917,2.648831909258971
MapTask.isMapTask,19,0,3,1,0,0,-0.9202740205366857,-0.026628148710844218
MapTask.localizeConfiguration,3,10,6,1,1,0,-0.5636188887823032,-0.31813836593444905
MapTask.createRunner,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
MapTask.getSplit,0,0,1,1,0,0,-0.9795937853498717,-0.1600428660238755
MapTask.write,361,66,5,1,1,3,-0.3585063798296699,3.062148241854327
MapTask.readFields,59,31,9,2,1,0,-0.11344600460003794,0.3570829054537763
MapTask.run,16,267,108,8,2,1,6.544646169515189,2.631337425501969
MapTask.setConf,19,5,8,2,1,0,-0.3211801628652067,-0.28755908323617885
MapTask.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
MapTaskMetrics.mapInput,1,1,5,1,1,0,-0.6638211728098576,-0.45313776820044366
MapTaskMetrics.mapOutput,1,1,5,1,1,0,-0.6638211728098576,-0.45313776820044366
MapTaskRunner.prepare,1,42,8,2,0,0,-0.20896568482811773,0.3904522154363533
MapTaskRunner.close,348,64,4,1,0,3,-0.5727626571029553,3.2461787071532697
OutputFormatBase.setCompressOutput,2,1,3,1,2,0,-0.5615325320367588,-0.744231370723844
OutputFormatBase.getCompressOutput,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
OutputFormatBase.setOutputCompressorClass,0,2,5,1,2,0,-0.484433824803652,-0.7503795335177449
OutputFormatBase.getOutputCompressorClass,2,2,13,3,2,2,0.22687551538789905,-0.781883524816776
OutputFormatBase.getRecordWriter,2,22,11,1,4,2,0.21211657795920108,-1.0853108726732548
OutputFormatBase.checkOutputSpecs,1,3,11,5,2,2,0.6036630838073208,-0.795492577847834
PhasedFileSystem.setupFile,2,11,29,5,2,2,1.280758380646885,-0.7258566390796396
PhasedFileSystem.createRaw,5,10,13,3,4,2,0.6277491083399969,-1.2578716454102457
PhasedFileSystem.createRaw,5,10,10,3,5,2,0.6961879015200247,-1.5536503327672366
PhasedFileSystem.commit,2,19,3,1,1,0,-0.599308932207795,-0.19458256490600234
PhasedFileSystem.commit,2,19,45,12,2,4,3.421096324587979,-0.7465089767358498
PhasedFileSystem.commit,2,19,7,2,0,0,-0.4146284722327849,0.08598234849433066
PhasedFileSystem.abort,2,9,3,1,1,0,-0.6735815694469568,-0.33126876416776824
PhasedFileSystem.abort,2,9,14,4,2,2,0.5319856146103503,-0.701416959290198
PhasedFileSystem.abort,2,9,7,2,0,0,-0.48890110947194654,-0.05070385076743521
PhasedFileSystem.close,348,64,3,1,0,3,-0.6071054417767884,3.2487903604164936
PhasedFileSystem.getReplication,14,3,5,1,1,0,-0.6553748274119329,-0.33094293308949935
PhasedFileSystem.setReplicationRaw,2,2,5,1,2,0,-0.48541969896517617,-0.7357860573241155
PhasedFileSystem.renameRaw,4,6,3,1,2,0,-0.5253820875787022,-0.6612947948993316
PhasedFileSystem.deleteRaw,3,5,3,1,1,0,-0.7037835614233835,-0.3786465057756598
PhasedFileSystem.exists,105,7,3,1,1,0,-0.7392086162132874,0.3929580199517931
PhasedFileSystem.isDirectory,57,6,3,1,1,0,-0.7229749000606218,0.029045971378510758
PhasedFileSystem.getLength,91,9,3,1,1,0,-0.7174529696347854,0.31814092644874037
PhasedFileSystem.listPathsRaw,2,7,3,1,1,0,-0.6884360968947891,-0.3586060040201214
PhasedFileSystem.setWorkingDirectory,9,5,3,1,1,0,-0.7067411839079563,-0.3348660771947716
PhasedFileSystem.getWorkingDirectory,12,4,3,1,0,0,-0.8871144060756863,-0.023030835683840827
PhasedFileSystem.mkdirs,81,20,3,1,1,0,-0.6308236978640863,0.3955283646685357
PhasedFileSystem.lock,3,17,3,1,2,0,-0.4431892495348621,-0.518236713808204
PhasedFileSystem.release,4,9,3,1,1,0,-0.674567443608481,-0.3166752879741388
PhasedFileSystem.copyFromLocalFile,9,2,3,1,2,0,-0.5575558278781774,-0.6794855841199645
PhasedFileSystem.moveFromLocalFile,2,3,3,1,2,0,-0.5466780045889265,-0.7168941308714909
PhasedFileSystem.copyToLocalFile,6,2,3,1,2,0,-0.556077016635891,-0.7013757984104086
PhasedFileSystem.startLocalOutput,0,0,3,1,2,0,-0.5679739215991507,-0.7724934668436501
PhasedFileSystem.completeLocalOutput,0,1,3,1,2,0,-0.5605466578752345,-0.7588248469174733
PhasedFileSystem.reportChecksumFailure,2,17,3,1,5,2,0.0717051291504823,-1.4363743933450084
PhasedFileSystem.getBlockSize,9,9,3,1,1,0,-0.6770321290122916,-0.2801915974900653
PhasedFileSystem.getDefaultBlockSize,11,3,3,1,0,0,-0.8940487327188403,-0.04399619370683215
PhasedFileSystem.getDefaultReplication,6,1,3,1,0,0,-0.906438574762862,-0.10781712404325881
PhasedFileSystem.getFileCacheHints,3,3,3,1,3,2,-0.37570379446816105,-1.0132110399213394
PhasedFileSystem.getName,199,5,3,1,0,3,-0.9718663764542864,1.3551278083466851
PhasedFileSystem.openRaw,7,5,3,1,1,0,-0.705755309746432,-0.349459553388401
FileInfo.getOpenFileStream,3,0,3,1,0,0,-0.9123870272444918,-0.1433759582598795
FileInfo.setOpenFileStream,2,0,3,1,1,0,-0.7404269429622022,-0.45428634350335745
FileInfo.getFinalPath,0,0,3,1,0,0,-0.9109082160022055,-0.16526617255032364
FileInfo.setFinalPath,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
FileInfo.isOverwrite,2,0,3,1,0,0,-0.9118940901637297,-0.1506726963566942
FileInfo.setOverwrite,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
FileInfo.getTempPath,8,0,3,1,0,0,-0.9148517126483025,-0.10689226777580595
FileInfo.setTempPath,0,0,3,1,1,0,-0.7394410688006781,-0.4688798196969869
ReduceTask.createRunner,1,0,3,1,1,0,-0.7399340058814401,-0.4615830816001721
ReduceTask.isMapTask,19,0,3,1,0,0,-0.9202740205366857,-0.026628148710844218
ReduceTask.getNumMaps,1,0,1,1,0,0,-0.9800867224306339,-0.15274612792706074
ReduceTask.localizeConfiguration,3,10,4,1,1,0,-0.6323044581299695,-0.31291505940800096
ReduceTask.write,361,66,5,1,1,3,-0.3585063798296699,3.062148241854327
ReduceTask.readFields,59,31,8,2,1,0,-0.14778878927387107,0.35969455871700035
ReduceTask.run,16,267,104,8,2,1,6.407275030819856,2.6417840385548654
ReduceTask.getOutputName,2,1,3,1,1,0,-0.7329996792382861,-0.4406177235771809
ReduceTask.setConf,19,5,8,2,1,0,-0.3211801628652067,-0.28755908323617885
ReduceTask.getConf,21,0,3,1,0,0,-0.92125989469821,-0.012034672517214837
ReduceTaskMetrics.reduceInput,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
ReduceTaskMetrics.reduceOutput,1,1,3,1,0,0,-0.9039738893590514,-0.14430081452733226
ValuesIterator.hasNext,150,0,1,1,0,0,-1.0535343474641898,0.93446784849833
ValuesIterator.next,212,47,9,2,0,3,-0.24149630557551102,1.995795400231914
ValuesIterator.remove,97,4,1,1,0,0,-0.9976996272881328,0.6024152090718571
ValuesIterator.nextKey,1,1,4,2,0,0,-0.6508546362040133,-0.15951458848399033
ValuesIterator.more,1,0,1,1,0,0,-0.9800867224306339,-0.15274612792706074
ValuesIterator.getKey,27,0,1,1,0,0,-0.992903086530449,0.03696906259012152
ValuesIterator.getNext,1,14,30,4,0,0,0.776165130688969,-0.0749297556743883
